Dealer Name,Address,City,State,County,ZipCode,OEM #1,Sales,Service,Financing,Dealer Website,Dealer Phone,Dealer Email,Facebook Link,Google Score,# Google,lat,lng
NATCO SERVICES LLC,"1750 MARTIN LUTHER KING BLVD, HOUMA, LA 70360, USA",HOUMA,Louisiana,Terrebonne,70360,Generac,Yes,Yes,Yes,NA,985-232-5121,,,,,29.6144102,-90.7551768
"BROTHERS PETROLEUM, LLC","1729 LAFAYETTE ST STE 200, GRETHA, LA 70053, USA",GRETHA,Louisiana,Jefferson Parish,70053,Generac,Yes,No,No,NA,504-366-2413,,,,,29.9065297,-90.05365499999999
MARGIOTTA ELECTRIC INC,"3605 Tchoupitoulas St, New Orleans, LA 70115, USA",New Orleans,Louisiana,Orleans,70115,Generac,Yes,No,No,www.margiottaelectricinc.com,504-891-4241,,,,,29.9181772,-90.0905552
GRACIHART ELECTRIC,"1720 ORPHEUM AVE, METAIRIE, LA 70005, USA",METAIRIE,Louisiana,Jefferson Parish,70005,Generac,Yes,No,No,www.gracihartelectric.com,504-832-7997,,,,,30.019224,-90.1222457
CHOICE ELECTRIC INC,"PO BOX 840148, NEW ORLEANS, LA 70124, USA",NEW ORLEANS,Louisiana,Orleans,70124,Generac,Yes,No,No,NA,504-319-2612,,,,,30.0103282,-90.10254259999999
MALONE ELECTRICAL SERVICES INC.,"2657 DREUX AVE, NEW ORLEANS, LA 70122, USA",NEW ORLEANS,Louisiana,Orleans,70122,Generac,Yes,No,No,www.maloneelectrical.com,504-288-4000,,,,,30.0125635,-90.04916829999999
Advanced Industrial Products,"2125 Whitney Avenue, Gretna, LA 70056, USA",Gretna,Louisiana,Jefferson Parish,70056,Generac,Yes,No,No,http://www.advancedindustrialproducts.org/,504-367-1257,,,,,29.9173936,-90.0426921
BELLANDE & SONS ELECTRIC INC.,"509 E. VIRTUE, CHALMETTE, LA 70043, USA",CHALMETTE,Louisiana,St. Bernard,70043,Generac,Yes,No,Yes,https://www.bellandeandsonselectric.com/,504-279-6921,,,,,29.9537636,-89.95286999999999
DAWSON ELECTRIC INC,"900 HICKORY AVE, HARAHAN, LA 70123, USA",HARAHAN,Louisiana,Jefferson Parish,70123,Generac,Yes,No,No,NA,504-466-3601,,https://www.facebook.com/Dawson-Electric-159333877430794/,,,29.9502838,-90.20080899999999
MARINO ELECTRICAL SERVICES LLC,"608 SOPHIA ST, NEW ORLEANS, LA 70123, USA",NEW ORLEANS,Louisiana,Jefferson Parish,70123,Generac,Yes,No,No,https://marinoelectric.net/,504-628-1468,,,,,29.9727483,-90.22924809999999
"TRINITY ELECTRIC, LLC","1805 PRINCETON STREET, METAIRIE, LA 70003, USA",METAIRIE,Louisiana,Jefferson Parish,70003,Generac,Yes,No,No,www.trinityelectricllc.com,504-305-1222,,,,,29.9912586,-90.1999601
CAMBAS ELECTRIC INC.,"3739 FLORIDA AVE, KENNER, LA 70065, USA",KENNER,Louisiana,Jefferson Parish,70065,Generac,Yes,No,No,http://cambaselectric.com/,504-461-8030,,,,,30.0244577,-90.2403348
ALL PRO ELECTRIC,"2250 GREENWOOD ST STE A, KENNER, LA 70062, USA",KENNER,Louisiana,Jefferson Parish,70062,Generac,Yes,No,No,http://www.allproelectricla.com/,504-461-5000,,,,,29.9985831,-90.26665489999999
DUTHU ELECTRIC LLC,"11 CACTUS LANE, ST. ROSE, LA 70087, USA",ST. ROSE,Louisiana,St. Charles,70087,Generac,Yes,No,No,NA,504-559-3817,,https://www.facebook.com/DuthuElectric/,,,29.9544661,-90.3119705
MK ELECTRIC MAN,"1722 BAYOU RD, SAINT BERNARD, LA 70085, USA",SAINT BERNARD,Louisiana,St. Bernard,70085,Generac,Yes,No,No,http://www.mkelectricman.com/,504-899-5483,,,,,29.8671679,-89.8587198
ACCURATE ELECTRIC SERVICE INC.,"27054 HELTEMES LANE, LACOMBE, LA 70445, USA",LACOMBE,Louisiana,St. Tammany,70445,Generac,Yes,No,No,http://www.accurateelectricservice.com/,985-966-0222,,,,,30.327798,-89.9553619
RUSSO'S ELECTRIC &HOME IMPROVEMENTS,"PO BOX 2925, SLIDELL, LA 70459, USA",SLIDELL,Louisiana,St. Tammany,70459,Generac,Yes,No,No,http://russoelectric.com/,985-641-0634,,,,,30.276937,-89.7815327
GOLDSTAR ELECTRIC INC,"13406 SEYMOUR MEYERS BLVD #24, COVINGTON, LA 70433, USA",COVINGTON,Louisiana,St. Tammany,70433,Generac,Yes,No,No,http://www.goldstarla.com/,985-966-5066,,https://www.facebook.com/Goldstar-Electric-Inc-137705392943594/,,,30.455283,-90.17913600000001
CASTILLE ENTERPRISE OF HOUMA LLC,"415 HIBERNIA PLACE, HOUMA, LA 70363, USA",HOUMA,Louisiana,Terrebonne,70363,Generac,Yes,No,No,NA,985-872-6906,,https://www.facebook.com/castilleenterprise/,,,29.5757649,-90.69508019999999
BRYAN'S UNITED AIR CONDITIONING,"1615 Leboeuf St, Gretna, LA 70053, USA",Gretna,Louisiana,Jefferson Parish,70053,Generac,Yes,Yes,No,http://www.bryansunited.com/,504-368-3297,,,,,29.9225011,-90.0435559
PARIS ELECTRIC INC,"2537 KISMET ST, MARRERO, LA 70072, USA",MARRERO,Louisiana,Jefferson Parish,70072,Generac,No,Yes,No,NA,504-416-7906,,,,,29.8591329,-90.0969291
SOUTHERN GENERATOR SERVICES LLC,"1217 N AL DAVIS RD, HARAHAN, LA 70123, USA",HARAHAN,Louisiana,Jefferson Parish,70123,Generac,No,Yes,No,NA,504-330-3610,,https://www.facebook.com/torryemsgservices/,,,29.9569612,-90.19884449999999
MIKE'S HRDWRE & BLD SUPPLY,"540 BROWNSWITCH ROAD, SLIDELL, LA 70458, USA",SLIDELL,Louisiana,St. Tammany,70458,Generac,No,Yes,No,http://www.mikeshardwarestore.com/,985-641-8400,,,,,30.310975,-89.7545908
"Whitfield Homes & Electrical Serv,","1143 Hardy Dr., Covington, LA 70433, USA",Covington,Louisiana,St. Tammany,70433,Generac,No,Yes,No,NA,504-494-1440,,,,,30.4317335,-90.1000218
STANDARD ENGINE AND ELECTRIC,"187 WEST 182ND PLACE, GALLIANO, LA 70354, USA",GALLIANO,Louisiana,Lafourche,70354,Generac,No,Yes,No,NA,985-632-7641,,https://www.facebook.com/pages/Standard-Engine-Electric/250255765710172,,,29.42788299999999,-90.2985174
FIRST CIRCUIT,"306 MASON DRIVE, BOURG, LA 70343, USA",BOURG,Louisiana,Terrebonne,70343,Generac,No,Yes,No,NA,985-855-3413,,,,,29.5569363,-90.6417676
Electrical Maintenance Service,"12019 Arthur Clouatre Rd, Saint Amant, LA 70774, USA",Saint Amant,Louisiana,Ascension,70774,Generac,No,Yes,No,http://www.emsgenerator.com/,225-644-5543,,,,,30.2413264,-90.8380507
"PULLEN AIR CONDITIONING, INC.","377 BROOKLYN AVE, JEFFERSON, LA 70121, USA",JEFFERSON,Louisiana,Jefferson Parish,70121,Generac,No,Yes,No,http://www.pullenac.com/,504-833-1106,,,,,29.9625993,-90.1391132
BRIDGE CITY POWER EQUIPMENT,"1509 BRIDGE CITY AVE, BRIDGE CITY, LA 70094, USA",BRIDGE CITY,Louisiana,Jefferson Parish,70094,Generac,Yes,Yes,No,http://bridgecitypower.com/,504-218-5050,,https://www.facebook.com/Bridge-City-Power-Equipment-646890695412590/,,,29.929649,-90.1695436
"CHUSTZ ELECTRIC, LLC","515 Allendale Dr, Port Allen, Louisiana 70767",Port Allen,Louisiana,West Baton Rouge,70767,Generac,Yes,Yes,Yes,www.chustzelectricgenerators.com,225-387-5017,,,,,30.4478377,-91.22298529999999
Thibodeaux Electric SVC Of Lawtell,"10107 Prejean Hwy, Lawtell, Louisiana 70550",Lawtell,Louisiana,St. Landry,70550,Generac,Yes,Yes,Yes,http://www.thibodeauxelectric.com/,337-543-2362,,https://www.facebook.com/Thibodeauxelectric/,,,30.5178157,-92.18505809999999
GENSET OF NEW ROADS,"1620 Hospital Rd, New Roads, Louisiana 70760",New Roads,Louisiana,Pointe Coupee,70760,Generac,Yes,Yes,No,http://gensetnr.com/,225-638-4440,,https://www.facebook.com/RMA-Generator-ServicesGenSet-of-New-Roads-1570926936524615/,,,30.6920969,-91.46949049999999
"RELIABLE POWER SYSTEMS OF LA, LLC","706 WELDON STREET, NEW IBERIA, Louisiana 70560",NEW IBERIA,Louisiana,Iberia,70560,Generac,Yes,Yes,Yes,NA,337-560-0101,,,,,29.9911781,-91.8105618
METRO ELECTRIC & MAINTENANCE,"211 W EVERGREEN, LAFAYETTE, Louisiana 70501",LAFAYETTE,Louisiana,Lafayette,70501,Generac,Yes,Yes,Yes,www.generac.pro,337-232-3539,,,,,30.2455508,-92.0069092
POWER SOURCE CONSULTANTS,"505 RUE LABELLE, BREAUX BRIDGE, Louisiana 70517",BREAUX BRIDGE,Louisiana,St. Martin,70517,Generac,Yes,Yes,No,https://www.briggsandstratton.com/na/en_us/support/dealer-locator/dealers.188475.html/70517/LA/BREAUX-BRIDGE/POWER-SOURCE-CONSULTANTS.html,337-230-0068,,,,,30.270127,-91.889259
DM SERVICES,"207 N Cushing Ave, Kaplan, Louisiana 70548",Kaplan,Louisiana,Vermilion,70548,Generac,Yes,Yes,No,NA,337-652-1041,,https://www.facebook.com/DMConstructionServices/,,,29.9992765,-92.2846818
"LOUISIANA STATE ELECTRICAL, INC","602 EAST DESOTO STREET, VILLE PLATTE, Louisiana 70586",VILLE PLATTE,Louisiana,Evangeline,70586,Generac,Yes,Yes,No,NA,337-459-0959,,,,,30.6926424,-92.2645587
"BLANCHARD ELECTRIC, INC","763 DBA BEI POWER SYSTEMS, BREAUX BRIDGE, Louisiana 70517",BREAUX BRIDGE,Louisiana,St. Martin,70517,Generac,Yes,Yes,No,NA,337-332-6157,,https://www.facebook.com/Blanchard-Electric-Inc-840591412639988/,,,30.2735323,-91.8992837
GDS ELECTRIC,"601 EAST MILL STREET, KAPLAN, Louisiana 70548",KAPLAN,Louisiana,Vermilion,70548,Generac,Yes,Yes,No,NA,337-523-0338,,,,,29.99482249999999,-92.2807151
LOUVIERE ELECTRIC LLC,"2126 MAIN STREET, JEANERETTE, Louisiana 70544",JEANERETTE,Louisiana,Iberia,70544,Generac,Yes,Yes,No,NA,337-456-5272,,https://www.facebook.com/pages/Louviere-Electric/307406252716550,,,29.923746,-91.674302
DND POWER,"101 NORTH 6TH STREET, EUNICE, Louisiana 70535",EUNICE,Louisiana,St. Landry,70535,Generac,Yes,Yes,No,NA,337-457-1818,,,,,30.4951366,-92.42129589999999
ROBERTSON'S HEATING & A/C,"24700 FREDRICK DR, PLAQUEMINE, Louisiana 70764",PLAQUEMINE,Louisiana,Iberville,70764,Generac,Yes,Yes,No,NA,225-659-7110,,https://www.facebook.com/Robertsons-Heating-AC-Electrical-Services-116439271724907/,,,30.2588297,-91.2694903
MIKE REVERE ELECTRIC COMPANY,"101 N GOVERNOR MIRO DR, LAFAYETTE, Louisiana 70506",LAFAYETTE,Louisiana,Lafayette,70506,Generac,Yes,No,No,NA,337-349-7042,,https://www.facebook.com/pages/Mike-Revere-Electric-Company/1602942036662266,,,30.1912883,-92.0783556
CONTEMPORARY ENERGY SOLUTIONS LLC,"220 NORTH PHILO DRIVE, LAFAYETTE, Louisiana 70506",LAFAYETTE,Louisiana,Lafayette,70506,Generac,Yes,No,No,NA,337-453-6741,,,,,30.19253149999999,-92.07383540000001
TRAVIS ELECTRICAL SERVICES,"3808 HIGHWAY 90 E, BROUSSARD, Louisiana 70518",BROUSSARD,Louisiana,Lafayette,70518,Generac,Yes,No,Yes,https://www.traviselectricalservices.com/contact-us/?utm_source=GMB&utm_medium=organic&utm_campaign=Broussard,337-356-2682,,https://www.facebook.com/traviselectricalservices/,,,30.1564492,-91.96768449999999
Acadiana Electrical Contractors LLC,", Youngsville, Louisiana 70592",Youngsville,Louisiana,Lafayette,70592,Generac,Yes,No,No,http://www.acadianaelectric.com/,337-254-1433,,https://www.facebook.com/Acadiana-Electrical-Contractors-LLC-199653226726887/,,,30.0996471,-91.9901206
J & J ELECTRICAL SERVICES LLC,"9420 W CONGRESS ST, DUSON, Louisiana 70529",DUSON,Louisiana,Lafayette,70529,Generac,Yes,No,No,NA,337-581-1889,,https://www.facebook.com/jandjelectricalandconstructionllc/,,,30.196035,-92.222268
SOUTHERN POWER SERVICES LLC,"PO BOX 508, MAURICE, Louisiana 70555",MAURICE,Louisiana,Vermilion,70555,Generac,Yes,No,No,http://sopower.com/main/,337-212-1007,,,,,30.107498,-92.128086
L&M ELECTRIC LLC,"635 ASHTON STREET, NEW IBERIA, Louisiana 70563",NEW IBERIA,Louisiana,Iberia,70563,Generac,Yes,No,No,NA,337-577-9271,,https://www.facebook.com/lmelectricllc/,,,30.0120352,-91.8038606
TRACY BYRD ELECTRIC LLC,"P.O. BOX 861, LAWTELL, Louisiana 70550",LAWTELL,Louisiana,St. Landry,70550,Generac,Yes,No,No,NA,337-945-5168,,,,,30.517896,-92.1883222
"G ELECTRIC, LLC","183 DEXTER LANE, EUNICE, Louisiana 70535",EUNICE,Louisiana,St. Landry,70535,Generac,Yes,No,No,,337-457-3800,,,,,30.5106311,-92.3866827
SMITH AIR CONDITIONING,"511 E LINCOLN RD, VILLE PLATTE, Louisiana 70586",VILLE PLATTE,Louisiana,Evangeline,70586,Generac,Yes,No,No,,337-363-1866,,,,,30.6941943,-92.2643856
BRADY'S HEATING & AIR LLC,", BALDWIN, Louisiana 70514",BALDWIN,Louisiana,St. Mary,70514,Generac,Yes,No,No,,337-578-5513,,,,,29.8668489,-91.53538929999999
PAT'S ELECTRICAL SERVICE,"8050 BRYAN ROAD, ROANOKE, Louisiana 70581",ROANOKE,Louisiana,Jefferson Davis,70581,Generac,Yes,No,No,,337-753-2500,,,,,30.3207071,-92.7416215
"JEL ELECTRICAL, LLC","3622 Poydras Bayou Dr, Port Allen, Louisiana 70767",Port Allen,Louisiana,West Baton Rouge,70767,Generac,Yes,No,Yes,jelgenerators.com,225-324-7063,,,,,30.51939569999999,-91.40035759999999
A G & H CONTRACTORS LLC,"951 ""MARYLAND AVE """"E"""""", PORT ALLEN, Louisiana 70767",PORT ALLEN,Louisiana,West Baton Rouge,70767,Generac,Yes,No,No,,225-302-7778,,,,,30.4557132,-91.2116288
WEST SIDE ENTERPRISE LLC,"4010 EMILY DRIVE, PORT ALLEN, Louisiana 70767",PORT ALLEN,Louisiana,West Baton Rouge,70767,Generac,Yes,No,No,,225-241-5871,,,,,30.414273,-91.2641153
BRIGHTSIDE ELECTRIC LLC,"PO BOX 43, GLYNN, Louisiana 70736",GLYNN,Louisiana,Pointe Coupee,70736,Generac,Yes,No,No,,225-936-8909,,,,,30.62681,-91.3550878
RAYMOND'S ELECTRICAL LLC,"100 FEDERAL STREET, LAFAYETTE, Louisiana 70506",LAFAYETTE,Louisiana,Lafayette,70506,Generac,No,Yes,No,,337-319-5153,,,,,30.2181305,-92.07527189999999
"Accel Protection & Technologies,LLC","1510 Rees Street, Breaux Bridge, Louisiana 70517",Breaux Bridge,Louisiana,St. Martin,70517,Generac,No,Yes,Yes,www.accelprotech.com,337-332-2730,,,,,30.2867907,-91.90721429999999
DOHMANN ELECTRIC LLC,"6081 Mire Hwy, Church Point, Louisiana 70525",Church Point,Louisiana,Acadia,70525,Generac,No,Yes,No,,337-873-3421,,,,,30.3023918,-92.19436100000001
PULLIN'S ELECTRIC LLC,"306 S RAILROAD, DELCAMBRE, Louisiana 70528",DELCAMBRE,Louisiana,Vermilion,70528,Generac,No,Yes,No,,337-201-1977,,,,,29.9456749,-91.98829169999999
RESOLVE GENERATOR SERVICES LLC,"PO BOX 324, LIVONIA, Louisiana 70755",LIVONIA,Louisiana,Pointe Coupee,70755,Generac,No,Yes,No,,225-978-6612,,,,,30.5589986,-91.5560457
DND RESEARCH,"178 PATH LANE, BASILE, Louisiana 70515",BASILE,Louisiana,Evangeline,70515,Generac,No,Yes,No,,337-432-6305,,,,,30.470187,-92.596706
LAS SALES LLC,"4079 HWY 190, EUNICE, Louisiana 70535",EUNICE,Louisiana,St. Landry,70535,Generac,No,Yes,No,,337-457-9000,,,,,30.4952788,-92.3685642
ANYTIME ELECTRIC LLC,"5543 Opelousas St, Lake Charles, Louisiana 70615",Lake Charles,Louisiana,Calcasieu,70615,Generac,Yes,Yes,Yes,www.anytimeelectric.com,337-602-6127,,,,,30.2428399,-93.137543
LOFTIN ELECTRIC LLC,"1581 , LAKE CHARLES, Louisiana 70612",LAKE CHARLES,Louisiana,Calcasieu,70612,Generac,Yes,Yes,No,,337-855-8882,,,,,30.3260339,-93.2004688
WARD ELECTRIC,"3529 MARCO RD., LENA, Louisiana 71447",LENA,Louisiana,Rapides,71447,Generac,Yes,Yes,Yes,,318-729-6628,,,,,31.511195,-92.76577999999999
"SHAWSON GAS, INC.","1107 S 5th St, Leesville, Louisiana 71446",Leesville,Louisiana,Vernon,71446,Generac,Yes,Yes,No,,337-239-2719,,,,,31.133353,-93.2654744
ALLEN JENKINS CONTRACTOR INC.,"1509 MELROSE STREET, PINEVILLE, Louisiana 71360",PINEVILLE,Louisiana,Rapides,71360,Generac,Yes,No,No,www.allenjenkinscontractor.com,318-443-0164,,,,,31.3246534,-92.41820799999999
GENERATOR SOLUTIONS LLC,"311 RUTH STREET, PINEVILLE, Louisiana 71360",PINEVILLE,Louisiana,Rapides,71360,Generac,Yes,Yes,Yes,,318-451-7529,,,,,31.3155718,-92.424981
MW ELECTRIC LLC,"524 NATION RD, DEVILLE, Louisiana 71328",DEVILLE,Louisiana,Rapides,71328,Generac,Yes,Yes,No,,318-715-0430,,,,,31.34934,-92.19336
"KEH CONSTRUCTION, LLC","186 GREER ROAD, PINEVILLE, Louisiana 71360",PINEVILLE,Louisiana,Rapides,71360,Generac,Yes,No,No,,318-709-5778,,,,,31.3344749,-92.4028294
JACK COLCLASURE,"400 FOURTH ST, JONESVILLE, Louisiana 71343",JONESVILLE,Louisiana,Catahoula,71343,Generac,Yes,No,No,,318-792-0999,,,,,31.6258445,-91.81776289999999
JRS GENERATOR & SMALL ENGINE REPAIR,"9927 HWY 122, DRY PRONG, Louisiana 71423",DRY PRONG,Louisiana,Grant,71423,Generac,No,Yes,No,,318-899-1140,,,,,31.5979313,-92.5508124
"H&S TECHNOLOGY, LLC","1914 PUMP STATION ROAD, MANY, Louisiana 71449",MANY,Louisiana,Sabine,71449,Generac,Yes,Yes,No,,318-256-6234,,,,,31.5010316,-93.4300676
A1 TECHNICAL LLC,"4213 MILES RD, BELMONT, Louisiana 71406",BELMONT,Louisiana,Sabine,71406,Generac,No,Yes,Yes,www.a1llc.com,318-256-0075,,,,,31.73489589999999,-93.48445459999999
Alternate Power Company Inc.,"325 Dennis St., Minden, Louisiana 71055",Minden,Louisiana,Webster,71055,Generac,Yes,Yes,Yes,www.alternatepowercompany.com,318-382-0407,,,,,32.6141626,-93.28064429999999
MORO ELECTRICAL,"1016 KEMP RD, MINDEN, Louisiana 71055",MINDEN,Louisiana,Webster,71055,Generac,Yes,No,No,,318-371-9277,,,,,32.6416024,-93.1297348
Albritton Service Company,"1009 E Georgia Street, Ruston, Louisiana 71270",Ruston,Louisiana,Lincoln,71270,Generac,Yes,Yes,Yes,www.bannistersolarandenergy.com,318-251-0885,,,,,32.5338511,-92.62447879999999
BANNISTER ELECTRIC LLC,"3966 HIGHWAY 15, CALHOUN, Louisiana 71225",CALHOUN,Louisiana,Ouachita Parish,71225,Generac,Yes,Yes,No,,318-372-0491,,,,,32.579062,-92.30373499999999
"MCKOIN GENERATOR SERVICE, LLC","108 OLIVE STREET, MONROE, Louisiana 71201",MONROE,Louisiana,Ouachita Parish,71201,Generac,Yes,No,No,www.mrelectric.com/monroe,318-387-1990,,,,,32.5053385,-92.1196628
"REDD ENERGY SERVICES, INC","1651LOUISVILLE AVENUE, MONROE, Louisiana 71201",MONROE,Louisiana,Ouachita Parish,71201,Generac,Yes,No,No,,318-509-8463,,,,,32.5172744,-92.10854529999999
"HMC Generators, LLC","36560 Mission Street, Prairieville, Louisiana 70769",Prairieville,Louisiana,Ascension,70769,Generac,Yes,Yes,Yes,www.hmcgenerators.com,225-677-9060,,,,,30.26771,-90.988621
RESCOM ELECTRIC LLC,"40472 ABBY JAMES RD., PRAIRIEVILLE, Louisiana 70769",PRAIRIEVILLE,Louisiana,Ascension,70769,Generac,Yes,Yes,Yes,,225-622-3647,,,,,30.3070218,-90.923814
"Boudreaux Electrical Service, Inc.","4641 Hwy 308, Napoleanville, Louisiana 70390",Napoleanville,Louisiana,Assumption,70390,Generac,Yes,Yes,Yes,,985-397-1562,,,,,29.9364332,-91.0160544
GAGE TELEPHONE SYSTEMS INC,"11815 Sun Belt Ct, Baton Rouge, Louisiana 70809",Baton Rouge,Louisiana,East Baton Rouge Parish,70809,Generac,Yes,Yes,No,www.gagetelephone.com,225-753-4243,,,,,30.386695,-91.04929899999999
MC ELECTRIC LLC,"326 DEGRAVELLE ROAD, AMELIA, Louisiana 70340",AMELIA,Louisiana,St. Mary,70340,Generac,Yes,No,No,,985-631-2851,,,,,29.6582654,-91.1034064
K-GEN POWER SYSTEMS,"41044 TURO LANE, GONZALES, Louisiana 70737",GONZALES,Louisiana,Ascension,70737,Generac,Yes,No,No,,225-644-9500,,,,,30.253834,-90.91929999999999
SAM'S ELECTRICAL,"16377 TILLOTSON RD, PRAIRIEVILLE, Louisiana 70769",PRAIRIEVILLE,Louisiana,Ascension,70769,Generac,Yes,No,No,,225-975-0939,,,,,30.3089858,-90.94767089999999
ZYDECO ELECTRIC LLC,"38187 STANLEY STREET, PRAIRIEVILLE, Louisiana 70769",PRAIRIEVILLE,Louisiana,Ascension,70769,Generac,Yes,No,No,,225-773-7043,,,,,30.3323469,-90.97469249999999
RENAISSANCE HOMES AND POOLS LLC,"14312 MEMORIAL TOWER DRIVE, BATON ROUGE, Louisiana 70810",BATON ROUGE,Louisiana,East Baton Rouge Parish,70810,Generac,Yes,No,No,,225-252-7745,,,,,30.3260791,-91.1172158
TIGER ISLAND HARDWARE LLC,"7393 HWY 182E, MORGAN CITY, Louisiana 70380",MORGAN CITY,Louisiana,St. Mary,70380,Generac,No,Yes,No,www.tihardware.com,985-385-3333,,,,,29.6943966,-91.1844548
RELIABLE POWER SERVICES LLC,"9651 HIGHWAY 182 EAST, AMELIA, Louisiana 70340",AMELIA,Louisiana,St. Mary,70340,Generac,Yes,Yes,No,www.reliableengineservices.com,985-631-0121,,,,,29.6691772,-91.1300931
LOUISIANA CAT,"16613 AIRLINE HIGHWAY, PRAIRIEVILLE, Louisiana 70769",PRAIRIEVILLE,Louisiana,Ascension,70769,Generac,No,Yes,No,www.louisianacat.om,225-673-3480,,,,,30.3125682,-90.9777881
Mayeux's A/C & Heating Inc.,"650 St. Charles Street, Norco, Louisiana 70079",Norco,Louisiana,St. Charles,70079,KOHLER,Yes,Yes,Yes,http://mayeuxsacheatinginc.kohlergeneratordealer.com/,985-718-5041,,,,,30.010569,-90.4079714
Solar Alternatives,"5728A Plauche, St Elmwood, Louisiana 70123",St Elmwood,Louisiana,Jefferson Parish,70123,KOHLER,Yes,Yes,No,,504-267-1660,,,,,29.9440836,-90.187193
Alternative Energy Sources,"1111 Williams Boulevard, Kenner, Louisiana 70062",Kenner,Louisiana,Jefferson Parish,70062,KOHLER,Yes,Yes,No,,504-466-7552,,,,,29.9835708,-90.2440877
Pan American Power,"17640 Hard Hat Drive, Covington, Louisiana 70435",Covington,Louisiana,St. Tammany,70435,KOHLER,Yes,Yes,Yes,,985-893-1271,,,,,30.5139185,-90.1095709
Metro Electric & Maintenance Inc.,"211 W. Evergreen Street, Lafayette, Louisiana 70501",Lafayette,Louisiana,Lafayette,70501,KOHLER,Yes,Yes,No,,337-232-3539,,,,,30.2455508,-92.0069092
K.D.M. Sales & Service,"601 Hector Connoly Rd, Carencro, Louisiana 70520",Carencro,Louisiana,Lafayette,70520,KOHLER,Yes,Yes,Yes,,337-896-6719,,,,,30.320024,-92.0034379
TOTAL ENERGY SOLUTIONS LLC,"1338 PETROLEUM PARKWAY, Broussard, Louisiana 70518",Broussard,Louisiana,Lafayette,70518,KOHLER,No,No,No,,337-837-1595,,,,,30.0749659,-91.9346228
Guidry's Electrical Service,"3815 Crowley Rayne Highway, Rayne, Louisiana 70578",Rayne,Louisiana,Acadia,70578,KOHLER,Yes,Yes,No,,337-334-4485,,,,,30.2289279,-92.28575289999999
Sirius Technologies LLC,"101 N 6th Street, Eunice, Louisiana 70535",Eunice,Louisiana,St. Landry,70535,KOHLER,Yes,Yes,Yes,,337-457-1818,,,,,30.4951366,-92.42129589999999
CJ Tech Service LLC,"323 Leger Road, Lake Charles, Louisiana 70607",Lake Charles,Louisiana,Calcasieu,70607,KOHLER,Yes,Yes,No,,337-474-3117,,,,,30.162705,-93.2170289
Loftin Electric Co LLC,"1581 N HWY 171, Lake Charles, Louisiana 70611",Lake Charles,Louisiana,Calcasieu,70611,KOHLER,Yes,Yes,No,,337-855-8882,,,,,30.3258079,-93.2011352
Ducote Air Heat & Electric,"319 East Napoleon Street, Sulphur, Louisiana 70663",Sulphur,Louisiana,Calcasieu,70663,KOHLER,Yes,Yes,No,,337-527-5599,,,,,30.2364339,-93.3745191
GenPro LLC,"1009 Highway 68, Jackson, Louisiana 70748",Jackson,Louisiana,East Feliciana,70748,KOHLER,Yes,Yes,Yes,http://genprollcla.kohlergeneratordealer.com/,252-316-2119,,,,,30.7091146,-91.24988619999999
Shreveport Electric Company Inc.,"2430 Line Avenue, Shreveport, Louisiana 71104",Shreveport,Louisiana,Caddo Parish,71104,KOHLER,Yes,Yes,No,,318-631-7417,,,,,32.4880361,-93.7464052
Precision Mechanical Services Inc.,"3910 Industrial Circle, Bossier City, Louisiana 71112",Bossier City,Louisiana,Bossier,71112,KOHLER,Yes,Yes,No,,318-746-8147,,,,,32.5292685,-93.64992769999999
Wheeler Generators,"101 W Front Street, Shreveport, Louisiana 71107",Shreveport,Louisiana,Caddo Parish,71107,KOHLER,Yes,Yes,No,,318-423-8028,,,,,32.5796498,-93.8922916
Vallery Electric LLC,"2317 Velencia Blvd, Monroe, Louisiana 71201",Monroe,Louisiana,Ouachita Parish,71201,KOHLER,Yes,Yes,No,,318-325-3503,,,,,32.5504251,-92.1218191
Total Instrument & Electrical Services Generator Division LLC,"5363 Highway 311, Houma, Louisiana 70360",Houma,Louisiana,Terrebonne,70360,KOHLER,Yes,Yes,Yes,,985-876-2999,,,,,29.5929,-90.7467832
M & L Engine LLC,"1212 St Charles, St Houma, Louisiana 70360",St Houma,Louisiana,Terrebonne,70360,KOHLER,Yes,Yes,No,,800-960-0068,,,,,29.5906005,-90.7429034
WARD LEONARD,"2534 Cummins Road, Houma, Louisiana 70363",Houma,Louisiana,Terrebonne,70363,Cummins,No,No,No,http://www.wardleonard.com,985 876-0198,,,,,29.5711744,-90.6778968
"LINXWILER ELECTRIC, LLC","11918 Joor Road, Baton Rouge, LA, United States",BATON ROUGE,Louisiana,East Baton Rouge Parish,70818,Generac,Yes,,,http://www.linxwilerelectric.com/,225-261-4583,blake@linxwilerelectric.com,,,,30.5557896,-91.04685119999999
"CERTIFIED ALARM SYSTEMS, INC.","1113 Florida Blvd SE
Denham Springs, LA 70726",Denham Springs,Louisiana,Livingston,70726,Generac,Yes,,,http://certifiedalarms.com/home_security/,225-928-7867,info@certifiedalarms.com,,,,30.484378,-90.942195
OPTIMIZE EGS,"505 North Foster Drive
Baton Rouge, LA 70806",BATON ROUGE,Louisiana,East Baton Rouge Parish,70806,Generac,Yes,,,http://www.optimizeegs.com/,(225) 308-4100,info@OptimizeEGS.com,,,,30.45299929999999,-91.1395375
